GWBcode8;GWBlabel
9954771;Flevobos
9954778;Larserplein
9955111;Flora West
9955112;Flora Midden
9955113;Flora Oost PIL
9955221;Woonhavenpad
9955222;Warande West
9955331;Biomassa
9955332;Fauna, Bosvalkweg, Zuiderpoort
9955333;Warande Oost
9955334;Warande Oost/Midden
9955449;Warande Zuid
9955661;Warande Midden
9955779;Hollandse Hout
9955881;Flevopoort II
9955882;Flevopoort I
9956111;Kofschip, SGL
9956112;Kofschip Noord
9956221;De Veste
9956224;De Schans
9956225;De Meent
9956331;Grietenij
9956332;De Doelen, De Marken
9956333;De Meierij, Kerspel
9956334;Bedrijventerrein Middendreef
9956661;Waagpassage
9956662;Neringpassage
9956663;Stationsplein
9956664;Stadhuisstraat
9956665;Lindenlaan
9956666;Het Ravelijn, Ziekenhuisweg
9957117;Visvijverbos
9957118;Karperweg, IJsselmeerdijk
9957119;Visvijver-, Bijl-, Klokbeker-, Plavuizenweg
9957229;Edelhert-, Runder-, Wisent-, Elandweg
9957339;Lisdodde-, Dronter-, Zeeasterweg, -pad
9957441;Natuurpark Lelystad
9957447;Larserbos, Rietweg
9957449;Vlotgrasweg
9957558;Airport Lelystad
9957559;Meerkoetenweg, Eendenweg, Larserpad
9957669;Vogelweg, Meeuwenweg, Pijlstaartweg
9957777;Knarbos
9957779;Pijlstaartweg, Vleetweg, Larserweg
9957881;Bedrijvenpark Larserpoort
9957887;Larservaartbos
9957999;Oostvaardersplassen
9959000;Markermeer, Markerwaarddijk, IJsselmeer
15070000;Griendtsveen
15070009;Verspreide huizen Griendtsveen
15070100;America
15070101;Meerdal
15070102;Loohorst
15070109;Verspreide huizen America
15070200;Meterik
15070209;Verspreide huizen Meterik
15070300;Hegelsom
15070309;Verspreide huizen Hegelsom
15070400;Horst-Centrum
15070401;Molenveld
15070402;De Riet
15070403;Weisterbeek
15070404;Nieuwstraat
15070405;Kapellerhof
15070406;Berkelsbroek
15070407;Stuksbeemden
15070408;De Risselt
15070409;De Afhang
15070410;Hoogveld
15070419;Verspreide huizen Horst
15070500;Melderslo
15070509;Verspreide huizen Melderslo
15070600;Broekhuizenvorst
15070609;Verspreide huizen Broekhuizenvorst
15070700;Lottum
15070709;Verspreide huizen Lottum
15070800;Grubbenvorst-Centrum
15070801;De Comert
15070802;'t Reuvelt
15070803;Middelreuvelt
15070804;Tuinhaversveld
15070809;Verspreide huizen Grubbenvorst
15070900;Broekhuizen
15070909;Verspreide huizen Broekhuizen
15071000;Sevenum
15071001;De Schatberg
15071009;Verspreide huizen Sevenum
15071100;Kronenberg
15071109;Verspreide huizen Kronenberg
15071200;Everstoord
15071209;Verspreide huizen Eversoord
15071300;Meerlo
15071309;Verspreide huizen Meerlo
15071400;Tienray
15071409;Verspreide huizen Tienray
15071500;Swolgen
15071509;Verspreide huizen Swolgen
15090000;Ulft-Centrum en Ulft-Oost
15090001;Ulft-West
15090002;Ulft-Noord
15090003;Etten
15090004;Varsselder en Veldhunten
15090007;Verspreide huizen Varsselder
15090008;Verspreide huizen Etten
15090009;Verspreide huizen Ulft
15090100;Gendringen
15090101;Megchelen
15090102;Netterden
15090103;Milt en Wieken
15090104;Breedenbroek
15090105;Verspreide huizen Megchelen
15090106;Verspreide huizen Gendringen
15090107;Verspreide huizen Netterden
15090108;Verspreide huizen Voorst
15090109;Verspreide huizen Breedenbroek
15090200;Terborg
15090201;Terborg-Oost
15090202;Silvolde
15090203;Nieuwdorp Bontebrug
15090207;Verspreide huizen Terborg en Heuven
15090208;Verspreide huizen Silvolde
15090300;Varsseveld
15090301;Westendorp
15090302;Sinderen
15090303;Heelweg
15090306;Verspreide huizen Westendorp
15090307;Verspreide huizen Heelweg
15090308;Verspreide huizen Varsseveld
15090309;Verspreide huizen Sinderen
15250000;Sassenheim
15250009;Verspreide huizen Sassenheim
15250100;Voorhout
15250101;Toegangsweg
15250102;'s-Gravendamseweg
15250103;Hoogh Teylingen
15250107;Oosthout
15250109;Verspreide huizen Voorhout
15250200;Warmond
15250201;Oosteinde
15250209;Verspreide huizen Warmond
15810000;Doorn-Centrum
15810001;Oudeweg
15810002;Doorn-West
15810003;Doorn-Zuid
15810004;De Wijngaard
15810007;Verspreide huizen op de Heuvelrug-Oost
15810008;Verspreide huizen op de Heuvelrug-West
15810009;Verspreide huizen in het Lage Land
15810101;Landelijk Gebied noordzijde
15810102;Landelijk Gebied zuidzijde
15810103;Driebergen-Noord
15810104;Drift-Sportlaan en Bornia
15810105;Loolaankwartier en Beukenstein
15810106;Kom Driebergen en Seminarie
15810107;Hoenderdaal en Emmalaan
15810108;Wildbaan-Dennenburg
15810109;Welgelegen-Rosarium
15810110;De Horst en De Akker
15810200;Leersum
15810201;Breedeveen
15810207;Verspreide huizen in het Lage Gebied Darthuizen
15810208;Verspreide huizen op de Heuvelrug
15810209;Verspreide huizen in de Geldersche Vallei Overber
15810300;Amerongen
15810302;Verspreide huizen Overberg en De Haar
15810308;Verspreide huizen Heuvelrug
15810309;Verspreide huizen Lekdijk
15810400;Maarn waaronder Klein Amsterdam
15810402;Maarsbergen
15810403;Valkenheide
15810408;Verspreide huizen op de Heuvelrug
15810409;Verspreide huizen in de Geldersche Vallei
15860101;'t Zand
15860102;Schatberg
15860103;Den Esch
15860104;Hooiland
15860105;Centrum
15860106;Veld Oost
15860107;Veld West
15860108;Broek
15860109;Broekdijk
15860110;Zuid-West
15860111;Flierbeek
15860112;Lindebrook
15860113;Nieuwe Kamp
15860114;Oude Kamp
15860115;De Kamp Zuid
15860116;Buitengebied Lichtenvoorde
15860201;Bebouwde kom Harreveld
15860202;Buitengebied Harreveld
15860301;Bebouwde kom Zieuwent
15860302;Buitengebied Zieuwent
15860401;Bebouwde kom Lievelde
15860402;Buitengebied Lievelde
15860501;Bebouwde kom Vragender
15860502;Buitengebied Vragender
15860601;Binnenstad Groenlo
15860602;Het Blik
15860603;Noord-West
15860604;Banninghof
15860605;Papendijk
15860606;hartreize
15860607;Groenlo-Zuid
15860608;Marveld
15860609;Bedrijventerrein Brandemat
15860610;Oosteres
15860611;Noordrand
15860612;IndustrieterreinDen Sliem
15860613;Industrieterrein Laarberg
15860614;Zwolle
15860615;Buitengebied Groenlo
15860701;Bebowde kom Marienvelde
15860702;Buitengebied Marienvelde
15980001;De Goorn
15980002;Berkhout
15980003;Bobeldijk
15980100;Spierdijk
15980200;Zuidermeer en omgeving
15980300;Ursem-Centrum
15980301;Rustenburg
15980308;Noorddijk en omgeving
15980309;Mijzer polder
15980400;Avenhorn
15980401;Scharwoude
15980402;Grosthuizen
15980500;Oudendijk
15980600;Obdam
15980608;Verspreide huizen langs Obdammerdijk
15980609;Verspreide huizen in Berkmeer polder
15980700;Hensbroek
15980701;Wogmeer
16211111;Dorp Bergschenhoek
16211121;De Driehoek
16211211;Bergsche Ackers
16211221;Oosteindsche Ackers
16211231;Ackerse Zoom
16211311;Beemdenbuurt
16211321;Eilandenbuurt
16211331;Boterdorpse Zoom
16211411;Wilderszijde
16211514;Bergse Nos
16211522;Schreyracker
16211531;Hoeksekade
16211543;Weg en Land
16211552;Warmoeziersweg
16212111;Berkel Dorp
16212121;Parkbuurt
16212131;Oranjebuurt
16212144;Annie M.G. Schmidtpark Midden
16212211;Bomen- en Struikenbuurt
16212221;Sterrenbuurt
16212231;Edelsteenbuurt
16212241;Componistenbuurt
16212254;Annie M.G. Schmidtpark Noord
16212311;Merenbuurt
16212321;Rivierenbuurt
16212331;Havenbuurt
16212412;Noordeinde
16212511;Bloemenbuurt
16212521;Parc Rodenrijs
16212531;Vogelbuurt
16212541;Weidebloembuurt
16212611;Rodenrijse Zoom
16212621;Bonfut
16212633;Berkelse Poort
16212644;Annie M.G. Schmidtpark Zuid
16212711;Bolwerk
16212721;Gouden Griffelbuurt
16212731;Gouden Uilbuurt
16212741;Buurt 2741
16212814;Vlinderstrik
16212823;Spoorhaven
16212833;Bedrijventerrein Rodenrijs
16212843;Oudeland
16212851;Buurt 2851
16212864;Bergboezem
16213111;Schildersbuurt
16213121;Zeeheldenbuurt
16213133;De Hoefslag
16213141;Oranjebuurt
16213162;Zeldenrust
16213211;Molenbuurt
16213221;Sterrenbuurt
16213231;Bomenbuurt
16213242;Merenveld
16213251;Vogelbuurt
16213261;De Tuinen
16213312;Overbuurtse Polder
16213323;Klappolder
16213334;Rotte Zoom
16213344;Kruisweg
16213353;Prisma
16400000;Kern Heythuysen
16400001;Verspreide huizen Heythuysen
16400100;Kern Heibloem
16400101;Verspreide huizen Heibloem
16400200;Kern Roggel
16400201;Verspreide huizen Roggel
16400300;Kern Neer
16400301;Verspreide huizen Neer
16400400;Kern Nunhem
16400401;Verspreide huizen Nunhem
16400500;Kern Haelen
16400501;Verspreide huizen Haelen
16400600;Kern Buggenum
16400601;Verspreide huizen Buggenum
16400700;Kern Horn
16400701;Verspreide huizen Horn
16400800;Kern Baexem
16400801;Verspreide huizen Baexem
16400900;Kern Kelpen-Oler
16400901;Verspreide huizen Kelpen-Oler
16401000;Kern Grathem
16401001;Verspreide huizen Grathem
16401100;Kern Ell
16401101;Verspreide huizen Ell
16401200;Kern Haler
16401201;Verspreide huizen Haler
16401300;Kern Hunsel
16401301;Verspreide huizen Hunsel
16401400;Kern Neeritter
16401401;Verspreide huizen Neeritter
16401500;Kern Ittervoort
16401501;Verspreide huizen Ittervoort
16410000;Maasbracht
16410001;Brachterbeek
16410009;Verspreide huizen Het Vonderen
16410100;Linne
16410109;Verspreide huizen Linnerveld en Weerd
16410200;Stevensweert waaronder Bilt
16410201;Eiland-Brandt
16410300;Laak
16410301;Ohé
16410400;Thorn
16410409;Verspreide huizen Thorn
16410500;Heel
16410501;Panheel
16410509;Verspreide huizen Heel
16410600;Beegden
16410700;Wessem
16510001;Uithuizen
16510002;'t Lage van de Weg
16510008;Verspreide huizen in de nieuwe polders
16510009;Overige verspreide huizen
16510100;Uithuizermeeden
16510101;Oosternieland
16510102;Roodeschool
16510103;Oosteinde
16510104;Hooilandseweg
16510105;Hefswal
16510106;Oudeschip
16510107;Oldenzijl
16510108;Eemshavengebied
16510109;Verspreide huizen Uithuizermeeden
16510200;Kantens
16510201;Zandeweer
16510202;Rottum
16510203;Stitswerd
16510204;Doodstil
16510205;Eppenhuizen
16510206;Garsthuizen (gedeeltelijk)
16510209;Verspreide huizen Kantens
16510300;Usquert
16510308;Verspreide huizen in de nieuwe polders
16510309;Overige verspreide huizen
16510400;Warffum
16510409;Verspreide huizen Warffum
16520000;Gemert-Centrum
16520001;Gemert-Noord
16520002;Gemert-Oost
16520003;Industrieterrein Scheiweg
16520004;Doonheide
16520007;Verspreide huizen Kampen-Esdonk
16520008;Verspreide huizen Broekkant
16520009;Verspreide huizen Rooije Hoef
16520100;Handel
16520108;Verspreide huizen Verreheide
16520109;Verspreide huizen Heereveld
16520200;De Mortel
16520208;Verspreide huizen Milschot-Tereyken
16520209;Verspreide huizen Mortelse Peel
16520300;Elsendorp
16520309;Verspreide huizen Elsendorp
16520400;Bakel
16520408;Verspreide huizen Grotelse Heide en Esp
16520409;Verspreide huizen ten zuidwesten van Bakel
16520500;Milheeze
16520508;Verspreide huizen Groote Peel
16520509;Verspreide huizen Milheeze
16520600;De Rips
16520609;Verspreide huizen Rips
16550101;Oud Gastel
16550102;Stoof
16550109;Verspreide huizen Oud Gastel
16550201;Stampersgat
16550209;Verspreide huizen Stampersgat
16550301;Oudenbosch-Centrum
16550302;Pagnevaart
16550303;Velletri
16550304;Spui
16550305;Albano
16550307;Verspreide huizen Kuivezand en omgeving
16550308;Verspreide huizen ten noorden van Oudenbosch
16550309;Verspreide huizen ten zuiden van Oudenbosch
16550401;Hoeven
16550402;Achter 't Hof
16550403;Kruisstraat
16550408;Verspreide huizen ten zuiden van Hoeven
16550409;Verspreide huizen ten noorden van Hoeven
16550501;Bosschenhoofd
16550509;Verspreide huizen Bosschenhoofd
16580000;Heeze
16580001;Bedrijventerrein De Poortmannen
16580009;Verspreide huizen Heeze
16580100;Leende
16580101;Villawijk Boschhoven
16580108;Verspreide huizen Groote Heide
16580109;Verspreide huizen Zevenhuizense Heide
16580200;Leenderstrijp
16580209;Verspreide huizen Dijkse Heide
16580300;Sterksel
16580308;Verspreide huizen ten zuiden van Sterksel
16580309;Verspreide huizen ten oosten van Sterksel
16590000;Beek
16590001;Donk
16590002;Bedrijventerrein Beekerheide
16590003;Bedrijventerrein Bemmer
16590009;Verspreide huizen Beek en Donk
16590100;Aarle-Rixtel
16590101;Bedrijventerrein Torenakker
16590102;Bedrijventerrein Duivenakker
16590108;Verspreide huizen Laar en Strijp
16590109;Verspreide huizen Heikant
16590200;Lieshout
16590201;Industrieterrein Bavaria
16590209;Verspreide huizen Lieshout
16590300;Mariahout
16590309;Verspreide huizen Mariahout
16630000;Ulrum
16630001;Zoutkamp
16630002;Houwerzijl
16630003;Vierhuizen
16630004;Niekerk
16630005;Lauwersoog
16630006;Haven Lauwersoog
16630008;Landelijk gebied Lauwersmeer
16630009;Verspreide huizen Ulrum
16630100;Wehe-Den Hoorn-West
16630101;Leens
16630102;Warfhuizen
16630103;Mensingeweer
16630104;Schouwerzijl
16630105;Wehe-Den Hoorn-Oost
16630106;Zuurdijk
16630109;Verspreide huizen Leens
16630200;Eenrum
16630201;Pieterburen
16630202;Westernieland
16630203;Kaakhorn
16630208;Verspreide huizen Oude Land
16630209;Verspreide huizen in het Noorden
16630300;Kloosterburen
16630301;Hornhuizen
16630302;Kruisweg
16630303;Molenrij
16630304;Kleine Huisjes
16630309;Verspreide huizen Kloosterburen
16670000;Reusel
16670001;Voorste Heikant en Weijereind
16670002;De Voort en Achterste Heikant
16670008;Buitengebied ten noorden van Reusel
16670009;Buitengebied ten zuiden van Reusel
16670100;Hooge Mierde
16670109;Verspreide huizen Hooge Mierde
16670200;Lage Mierde
16670209;Verspreide huizen Lage Mierde
16670300;Hulsel
16670309;Verspreide huizen Hulsel
16690101;Montfort
16690109;Buitengebied Montfort
16690201;Sint Odiliënberg
16690202;Lerop
16690203;Reutje
16690204;Paarlo
16690209;Buitengebied Sint Odiliënberg
16690301;Melick
16690309;Buitengebied Melick
16690401;Posterholt
16690402;Holst
16690403;Varst
16690404;Borg
16690409;Buitengebied Posterholt
16690501;Herkenbosch
16690502;Bedrijventerrein Stationsweg
16690503;Reewoude
16690509;Buitengebied Herkenbosch
16690601;Vlodrop
16690602;Etsberg
16690603;Rothenbach
16690604;Vlodrop Station
16690605;MERU
16690609;Buitengebied Vlodrop
16740000;Centrum-Oud
16740001;Centrum-Nieuw
16740002;Stationsbuurt
16740003;Vrouwenhof
16740100;Sint Josephbuurt
16740101;Fatima-villapark
16740102;Keijenburg
16740200;Parklaan-Hoogstraat
16740201;Spoorstraat-Van Coothlaan
16740202;Kalsdonk
16740209;Nieuwenberg
16740300;Heerma van Vossstraat-Molenbeek
16740301;Herreweg
16740302;Ettingen
16740303;Scherpdeel
16740309;Vroenhout
16740400;Kroeven-Noordwest
16740401;Kroeven-Noordoost
16740402;Kroeven-Zuidwest
16740403;Kroeven-Zuidoost
16740404;Minnebeek-Watermolen
16740405;De Krogten
16740409;Borteldonk
16740500;Bovendonk
16740501;Langdonk-West
16740502;Langdonk-Oost
16740509;Vierhoeven
16740600;Kortendijk A
16740601;Kortendijk C
16740602;Kortendijk L
16740603;Landerije
16740609;Bakkersberg-Langendijk
16740700;Hulsdonk
16740701;Tolberg-Oost
16740702;Tolberg-Centrum
16740703;Tolberg-West
16740705;Weihoek-Oost
16740706;Weihoek-West
16740709;Haiink
16740800;Borchwerf-Noord
16740801;Borchwerf-Zuid
16740802;Majoppeveld-Noord
16740803;Majoppeveld-Zuid
16740804;Vijfhuizenberg
16741000;Nispen
16741009;Verspreide huizen Nispen
16741100;Wouw
16741108;Verspreide huizen Wouw in het Noorden
16741109;Verspreide huizen Wouw in het Zuiden
16741200;Heerle
16741209;Verspreide huizen Heerle
16741300;Moerstraten
16741309;Verspreide huizen Moerstraten
16741400;Wouwse Plantage
16741409;Verspreide huizen Wouwse Plantage
16760000;Zierikzee binnen de vesten
16760001;Malta
16760002;Poortambacht
16760003;Zuidhoek
16760004;Kaaskenswater
16760007;Verspreide huizen in het Noorden en Westen
16760008;Verspreide huizen in het Zuiden
16760009;Verspreide huizen in het Oosten
16760100;Brouwershaven
16760109;Verspreide huizen Brouwershaven
16760200;Zonnemaire
16760209;Verspreide huizen Zonnemaire
16760300;Dreischor
16760309;Verspreide huizen Dreischor
16760400;Noordgouwe
16760401;Schuddebeurs
16760409;Verspreide huizen Noordgouwe en Schuddebeurs
16760500;Bruinisse
16760501;Recreatiegebied
16760509;Verspreide huizen Bruinisse
16760600;Nieuwerkerk
16760609;Verspreide huizen Nieuwerkerk
16760700;Oosterland
16760701;Sirjansland
16760708;Verspreide huizen Sirjansland
16760709;Verspreide huizen Oosterland
16760800;Ouwerkerk
16760809;Verspreide huizen Ouwerkerk
16760900;Scharendijke
16760909;Verspreide huizen Scharendijke
16761000;Kerkwerve
16761009;Verspreide huizen Kerkwerve
16761100;Ellemeet
16761109;Verspreide huizen ten zuiden van Ellemeet
16761200;Haamstede
16761201;Burgh
16761202;Hogeweg
16761203;Westenschouwen
16761204;Kloosterweg en omgeving
16761205;Nieuw-Haamstede
16761208;Verspreide huizen in het Kleigebied
16761209;Verspreide huizen in het Zandgebied
16761300;Renesse
16761301;Oude Moolweg en Laone
16761302;Hoogenboomlaan
16761303;Lagezoom
16761309;Verspreide huizen ten westen van Renesse
16761400;Noordwelle
16761409;Verspreide huizen Noordwelle
16761500;Serooskerke
16761509;Verspreide huizen Serooskerke
16800000;Annen
16800009;Verspreide huizen Annen
16800100;Eext
16800109;Verspreide huizen Eext
16800200;Anloo
16800209;Verspreide huizen Anloo
16800300;Gasteren
16800309;Verspreide huizen Gasteren
16800400;Anderen
16800409;Verspreide huizen Anderen
16800500;Schipborg
16800509;Verspreide huizen Schipborg
16800600;Eexterveen
16800609;Verspreide huizen Eexterveen
16800700;Spijkerboor
16800709;Verspreide huizen Spijkerboor
16800800;Nieuw-Annerveen
16800809;Verspreide huizen Nieuw-Annerveen
16800900;Oud-Annerveen
16800909;Verspreide huizen Oud-Annerveen
16801100;Annerveenschekanaal
16801109;Verspreide huizen Annerveenschekanaal
16801200;Eexterveenschekanaal
16801209;Verspreide huizen Eexterveenschekanaal
16801300;Eexterzandvoort
16801309;Verspreide huizen Eexterzandvoort
16801400;Gasselte
16801401;Kostvlies
16801409;Verspreide huizen Gasselte
16801500;Gasselternijveen
16801501;Gasselterboerveen
16801509;Verspreide huizen Gasselternijveen
16801600;Gasselternijveenschemond
16801601;Gasselterboerveenschemond
16801609;Verspreide huizen Gasselternijveenschemond
16801700;Gieten
16801709;Verspreide huizen Gieten
16801800;Gieterveen
16801801;Bonnerveen
16801802;Nieuwediep
16801809;Verspreide huizen Gieterveen
16801900;Rolde
16801901;Ballo
16801902;Nijlande
16801903;Deurze
16801908;Verspreide huizen Nooitgedacht
16801909;Verspreide huizen Rolde
16802000;Grolloo
16802001;Schoonloo
16802008;Verspreide huizen Papenvoort
16802009;Verspreide huizen Grolloo
16802100;Ekehaar
16802101;Amen
16802109;Verspreide huizen Ekehaar
16810000;Borger
16810001;Westdorp
16810007;Verspreide huizen Ellertshaar
16810008;Verspreide huizen Westdorp
16810009;Verspreide huizen Borger
16810100;Buinen
16810109;Verspreide huizen Buinen
16810200;Bronneger
16810209;Verspreide huizen Bronneger
16810300;Drouwen
16810309;Verspreide huizen Drouwen
16810409;Verspreide huizen Bronnegerveen
16810500;Drouwenerveen
16810509;Verspreide huizen Drouwenerveen
16810600;Drouwenermond
16810609;Verspreide huizen Drouwenermond
16810700;Nieuw-Buinen
16810709;Verspreide huizen Nieuw-Buinen
16810800;Buinerveen
16810809;Verspreide huizen Buinerveen
16810900;Ees
16810901;Eesergroen
16810907;Verspreide huizen Eeserveen
16810908;Verspreide huizen Eesergroen
16810909;Verspreide huizen Ees
16811000;Odoorn
16811009;Verspreide huizen Odoorn
16811100;Exloo
16811109;Verspreide huizen Exloo
16811200;Valthe
16811209;Verspreide huizen Valthe
16811300;Klijndijk
16811309;Verspreide huizen Klijndijk
16811400;Odoornerveen
16811409;Verspreide huizen Odoornerveen
16811500;Tweede Exloërmond
16811501;Eerste Exloërmond
16811502;Exloërveen
16811509;Verspreide huizen Tweede Exloërmond
16811600;Valthermond
16811601;Zandberg
16811602;Tweede Valthermond
16811609;Verspreide huizen Valthermond
16840116;Linden buitengebied
16840118;Linden kern
16840207;Katwijk buitengebied
16840209;Katwijk kern
16840217;Katwijk havengebied
16840303;Vianen kern
16840315;Vianen buitengebied
16840410;Beers kern
16840419;Beers buitengebied
16840601;Cuijk Padbroek
16840602;Cuijk kern
16840611;Cuijk industriegebied
16840612;Cuijk buitengebied ten westen
16840613;Cuijk Heeswijkse Kampen
16840614;Cuijk buitengebied ten zuid-westen
16840620;Cuijk De Valuwe
16841105;Haps kern
16841106;Haps buitengebied
16841404;Sint Agatha kern
16841408;Sint Agatha buitengebied
16850000;Schaijk
16850007;Verspreide huizen Schaijkse Heide
16850008;Verspreide huizen Mun
16850009;Overige verspreide huizen
16850100;Reek
16850109;Verspreide huizen Reekse Heide en Bovenland
16850200;Zeeland
16850201;Nabbegat-Voederheil
16850202;Oventje
16850207;Verspreide huizen Trent-Graspeel
16850208;Verspreide huizen Zevenhuis
16850209;Verspreide huizen Duifhuis-Kreitsberg
16850909;Verspreide huizen Peel
16900000;Zuidwolde kern
16900009;Verspreide huizen Zuidwolde
16900100;Alteveer
16900109;Verspreide huizen Alteveer
16900200;Kerkenveld
16900209;Verspreide huizen Kerkenveld
16900300;Drogteropslagen
16900309;Verspreide huizen Drogteropslagen
16900400;Linde
16900409;Verspreide huizen Linde
16900500;Fort
16900509;Verspreide huizen Fort
16900600;Veeningen
16900609;Verspreide huizen Veeningen
16900700;Echten
16900709;Verspreide huizen Echten
16900800;Ruinen
16900801;Oldenhave
16900802;Ruinerweide
16900803;Leeuwte
16900804;Hees
16900809;Verspreide huizen Ruinen
16900900;Eursinge en Pesse
16900909;Verspreide huizen Pesse
16901000;Ansen
16901009;Verspreide huizen Ansen
16901100;Ruinerwold
16901101;Haakswold
16901102;Oosteinde
16901103;Berghuizen
16901104;Weerwille
16901105;Oosteinde-Buiten
16901109;Ruinerwold-Buiten
16901200;Koekange
16901201;Koekange Noord
16901202;Koekange Zuid
16901203;Koekangerveld
16901209;Verspreide huizen Koekange
16901300;De Wijk
16901309;Verspreide huizen De Wijk
16950000;Kortgene-Dorp
16950001;Kortgene-Oost
16950009;Verspreide huizen Kortgene
16950100;Colijnsplaat
16950109;Verspreide huizen Colijnsplaat
16950200;Kats
16950209;Verspreide huizen Kats
16950300;Kamperland
16950301;Recreatiegebied Kamperland
16950309;Verspreide huizen Kamperland
16950400;Wissenkerke
16950409;Verspreide huizen Wissenkerke
16950500;Geersdijk
16950509;Verspreide huizen Geersdijk
16960000;'s-Graveland
16960100;Oud-Kortenhoef
16960101;Rade, Oranjebuurt, Munniksveen en omgeving
16960102;Moleneind
16960103;Kromme Rade
16960200;Ankeveen
16960201;Ankeveense Rade
16960202;Hollandsch Ankeveen
16960300;Oud-Loosdrecht
16960400;Nieuw-Loosdrechtsedijk
16960401;Muijeveld
16960402;Boomhoek
16960500;Breukeleveen
16960601;Horn- en Kuijerpolder
16960602;Blijkpolder
16960603;Horstermeer
16960604;Splegelpolder
16990000;Roden
16990010;Roden West
16990020;Industrieterrein Roden
16990030;Nieuw-Roden
16990040;Nietap
16990050;Leutingewolde
16990060;Foxwolde
16990070;Roderwolde
16990080;Sandebuur
16990090;Lieveren
16990100;Roderesch
16990110;Steenbergen
16990120;Buitengebied Roden Noord
16990130;Buitengebied Roden Zuid
16990140;Buitengebied Roden West
16990300;Norg
16990310;Een
16990320;Langelo
16990330;Peest
16990340;Zuidvelde
16990350;Westervelde
16990360;Veenhuizen
16990370;Verspreide huizen Huis ter Heide
16990380;Verspreide huizen Een-West
16990390;Verspreide huizen Norg
16990400;Verspreide huizen Een
16990410;Verspreide huizen Langelo
16990420;Verspreide huizen Peest
16990430;Verspreide huizen Zuidvelde
16990440;Verspreide huizen Westervelde
16990450;Verspreide huizen Veenhuizen
16990600;Peize
16990610;Altena
16990620;Peizermade
16990630;Verspreide huizen Peize Noord
17000000;Centrum-Vriezenveen
17000001;Midden
17000002;Oosteinde en Slot
17000003;Westeinde
17000004;West ten oosten Kanaal
17000005;West ten westen Kanaal
17000006;Westerweilanden-Elzenhoek
17000007;Toekomstig bestemmingsplan Noord
17000008;Industrieterrein Vriezenveen-West
17000105;Verspreide huizen De Westerhoeve
17000106;Verspreide huizen ten noorden van Vriezenveen
17000107;Verspreide huizen De Pollen
17000108;Verspreide huizen Weitemanslanden
17000109;Verspreide huizen ten zuiden van Vriezenveen
17000200;Vriezenveensewijk
17000201;Westerhaar-West
17000202;Westerhaar-Oost
17000208;Verspreide huizen Westerhaar-Vriezenveensewijk-Oo
17000209;Verspreide huizen Westerhaar-Vriezenveensewijk-We
17000300;Den Ham
17000301;'t Sumpel
17000302;Broekmaten
17000307;Buurtschap Meer
17000308;Buurtschap Magele
17000309;Buurtschap Linde
17000400;Vroomshoop-Oost
17000401;Geerdijk-West
17000402;Geerdijk-Oost
17000403;Vroomshoop-West
17000404;Beter Wonen
17000405;Nieuwoord
17000406;Industrieterrein
17000409;Verspreide huizen Vroomshoop-Oost
17010000;Diever
17010003;Wittelte
17010009;Verspreide huizen Diever
17010100;Wapse
17010109;Verspreide huizen Wapse
17010200;Zorgvlied
17010209;Verspreide huizen Zorgvlied
17010300;Dwingelo
17010301;Westeinde
17010302;Stroovledder
17010303;Dwingelderveld
17010309;Verspreide huizen Dwingeloo
17010400;Lhee
17010401;Lheebroek
17010409;Verspreide huizen Lhee
17010500;Eemster
17010509;Verspreide huizen Eemster
17010600;Geeuwenbrug
17010601;Leggeloo
17010609;Verspreide huizen Geeuwenbrug
17010700;Dieverbrug
17010709;Verspreide huizen Dieverbrug
17010800;Havelte
17010801;Darp
17010802;Havelterberg
17010809;Verspreide huizen Havelte
17010900;Uffelte
17010909;Verspreide huizen Uffelte
17011000;Wapserveen midden
17011001;Wapserveen-West
17011002;Wapserveen-Oost
17011009;Verspreide huizen Wapserveen
17011100;Vledder
17011109;Verspreide huizen Vledder
17011200;Frederiksoord
17011209;Verspreide huizen Frederiksoord
17011300;Nijensleek
17011309;Verspreide huizen Nijensleek
17011400;Vledderveen
17011409;Verspreide huizen Vledderveen
17011500;Wilhelminaoord
17011509;Verspreide huizen Wilhelminaoord
17011600;Doldersum
17011609;Verspreide huizen Doldersum
17011709;Verspreide huizen Boschoord
17020000;Sint Anthonis
17020001;Ledeacker
17020008;Verspreide huizen Ledeacker
17020009;Verspreide huizen Sint Anthonis
17020100;Oploo
17020109;Verspreide huizen Oploo
17020200;Westerbeek
17020209;Verspreide huizen Westerbeek
17020300;Stevensbeek
17020309;Verspreide huizen Stevensbeek
17020400;Wanroij
17020409;Verspreide huizen Wanroij's Broek
17020500;Landhorst
17020509;Verspreide huizen De Peel
17050000;Bemmel
17050001;Haalderen
17050002;Angeren
17050003;Doornenburg
17050004;Verspreide huizen Ressen
17050005;Verspreide huizen Angeren
17050006;Verspreide huizen Bemmel
17050007;Verspreide huizen Doornenburg
17050008;Verspreide huizen Bemmel-Lent
17050009;Verspreide huizen Ambtswaard
17050010;Verspreide huizen Haalderen
17050011;Ooijrijkse Polder
17050100;Gendt
17050101;Buurt Gendt
17050102;Kommerdijk
17050103;Hulhuizen
17050104;Flieren
17050108;Verspreide huizen Flieren
17050109;Verspreide huizen Gendtsche Waarden
17050200;Oude Stad Huissen
17050201;Uitbreiding Stad Huissen
17050202;Het Zand
