GWBcode8;GWBlabel
173010;Wijk 10 Donderen
173011;Wijk 11 Bunne
173012;Wijk 12 Yde
173013;Wijk 13 Tynaarlo
173014;Wijk 14 Zeegse
173015;Wijk 15 Zeijen
173100;Wijk 00 Beilen
173101;Wijk 01 Hijken
173102;Wijk 02 Hooghalen
173103;Wijk 03 Wijster
173104;Wijk 04 Spier
173105;Wijk 05 Drijber
173106;Wijk 06 Smilde
173107;Wijk 07 Bovensmilde
173108;Wijk 08 Hoogersmilde
173109;Wijk 09 Westerbork
173110;Wijk 10 Elp
173111;Wijk 11 Witteveen
173112;Wijk 12 Nieuw-Balinge
173113;Wijk 13 Nieuweroord
173114;Wijk 14 Zwiggelte
173115;Wijk 15 Orvelte
173116;Wijk 16 De Broekstreek
173400;Wijk 00 Elst
173401;Wijk 01 Driel
173402;Wijk 02 Zetten
173403;Wijk 03 Oosterhout
173404;Wijk 04 Hemmen
173500;Wijk 00 Goor
173501;Wijk 01 De Whee II
173502;Wijk 02 Markelo
173503;Wijk 03 Verspreide huizen Kerspel en omgeving
173504;Wijk 04 Elsen
173505;Wijk 05 Diepenheim
173506;Wijk 06 Delden
173507;Wijk 07 Overig Delden
173508;Wijk 08 Hengevelde
173509;Wijk 09 Bentelo
174000;Wijk 00 Kesteren
174001;Wijk 01 Echteld
174002;Wijk 02 Dodewaard
174200;Wijk 00 Stad Rijssen
174201;Wijk 01 Stadsrand
174202;Wijk 02 Buitengebied Rijssen
174203;Wijk 03 Holten
174204;Wijk 04 Bedrijventerrein Holten
174205;Wijk 05 Buitengebied Holten
174207;Wijk 07 Bedrijventerrein Rijssen
174208;Wijk 08 Recreatiegebied De Borkeld
177100;Wijk 00 Geldrop
177101;Wijk 01 Mierlo
177301;Wijk 01 Olst
177302;Wijk 02 Wijhe
177303;Wijk 03 Wesepe
177304;Wijk 04 Boskamp
177305;Wijk 05 Boerhaar
177306;Wijk 06 Welsum
177307;Wijk 07 Den Nul
177308;Wijk 08 Eikelhof
177309;Wijk 09 Elshof
177310;Wijk 10 Marle
177311;Wijk 11 Middel
177312;Wijk 12 Herxen
177410;Wijk 10 Denekamp
177411;Wijk 11 Lattrop-Breklenkamp
177412;Wijk 12 Tilligte
177413;Wijk 13 Agelo
177414;Wijk 14 Noord Deurningen
177415;Wijk 15 Ootmarsum
177416;Wijk 16 Weerselo
177417;Wijk 17 Rossum
177418;Wijk 18 Saasveld
177419;Wijk 19 Deurningen
177420;Wijk 20 Nutter
177421;Wijk 21 Oud Ootmarsum
178301;Wijk 01 Naaldwijk
178302;Wijk 02 Honselersdijk
178303;Wijk 03 Maasdijk
178304;Wijk 04 's-Gravenzande
178305;Wijk 05 Monster
178306;Wijk 06 Wateringen
178307;Wijk 07 De Lier
178308;Wijk 08 Kwintsheul
178309;Wijk 09 Poeldijk
178310;Wijk 10 Ter Heijde
184200;Wijk 00 Schipluiden
184201;Wijk 01 Maasland
185900;Wijk 00 Borculo
185901;Wijk 01 Eibergen
185902;Wijk 02 Beltrum
185903;Wijk 03 Neede
185904;Wijk 04 Ruurlo
187600;Wijk 00 Hengelo
187601;Wijk 01 Zelhem
187602;Wijk 02 Vorden
187603;Wijk 03 Steenderen
187604;Wijk 04 Hummelo en Keppel
188300;Wijk 00 Limbrichterveld
188301;Wijk 01 Sittard
188302;Wijk 02 Overhoven
188303;Wijk 03 Munstergeleen
188304;Wijk 04 Guttecoven
188305;Wijk 05 Geleen
188306;Wijk 06 Holtum-Born
188307;Wijk 07 Obbicht en Papenhoven
188400;Wijk 00 Roelofarendsveen
188401;Wijk 01 Overig Alkemade
188402;Wijk 02 Woubrugge
188403;Wijk 03 Rijnsaterwoude
188404;Wijk 04 Leimuiden
189100;Wijk 00 Centrum
189101;Wijk 01 Oost
189102;Wijk 02 Zuid
189103;Wijk 03 West
189201;Moerkapelle wijk 01
189202;Zevenhuizen wijk 02
189203;Moordrecht wijk 03
189204;Nieuwerkerk aan den IJssel wijk 04
189400;Wijk 00 Grashoek-Koningslust
189401;Wijk 01 Panningen
189402;Wijk 02 Kessel
189403;Wijk 03 Maasbree
189404;Wijk 04 Baarlo
189405;Wijk 05 Meijel
189500;Wijk 00 Winschoten
189501;Wijk 01 Finsterwolde
189502;Wijk 02 Drieborg
189503;Wijk 03 Beerta
189504;Wijk 04 Nieuw-Beerta
189505;Wijk 05 Nieuweschans
189506;Wijk 06 Scheemda-Heiligerlee
189507;Wijk 01 Westerlee
189508;Wijk 02 Noord
189509;Wijk 03 Midwolda
189510;Wijk 04 Nieuwolda
189600;Wijk 00 Genemuiden
189601;Wijk 01 Kamperzeedijk
189602;Wijk 02 Hasselt
189603;Wijk 03 Landelijk gebied Hasselt
189604;Wijk 04 Zwartsluis
189605;Wijk 05 Mastenbroek
190000;Wijk 00 Bolsward
190001;Wijk 01 Sneek
190002;Wijk 02 Nijefurd
190003;Wijk 03 Koudum
190004;Wijk 04 Hemelum
190005;Wijk 05 IJlst
190006;Wijk 06 Zuid IJlst
190007;Wijk 07 Oost IJlst
190008;Wijk 08 West IJlst
190009;Wijk 09 Oosthem
190010;Wijk 10 Noordwest IJlst
190011;Wijk 11 Zuidoost IJLst
190012;Wijk 12 Woudsend
190013;Wijk 13 Bouwhoek
190014;Wijk 14 Weidestreek Oost
190015;Wijk 15 Weidestreek West
190016;Wijk 16 Weidestreek Zuid
190017;Wijk 17 Makkum
190018;Wijk 18 Weidestreek Zuidwest
190019;Wijk 19 Boarnsterhim
190020;Wijk 20 Littenseradiel
190101;Wijk 01 Bodegraven Noord
190102;Wijk 02 Bodegraven Centrum
190103;Wijk 03 Bodegraven Zuid
190104;Wijk 04 Nieuwerbrug Noord
190105;Wijk 05 Nieuwerbrug Zuid
190106;Wijk 06 Reeuwijk Dorp
190107;Wijk 07 Reeuwijk Brug
190108;Wijk 08 Driebruggen
190109;Wijk 09 Waarder
190300;Wijk 00 Eijsden
190301;Wijk 01 Gronsveld
190302;Wijk 02 Margraten
190303;Wijk 03 Cadier en Keer
190304;Wijk 04 Sint Geertruid
190305;Wijk 05 Mheer - Noorbeek
190401;Wijk 01 Maarssen
190402;Wijk 02 Breukelen
190403;Wijk 03 Loenen aan de Vecht
190404;Wijk 04 Nieuwer Ter Aa
190405;Wijk 05 Kockengen
190406;Wijk 06 Vreeland
190407;Wijk 07 Tienhoven
190408;Wijk 08 Nigtevecht
190409;Wijk 09 Nieuwersluis
190410;Wijk 10 Loenersloot
190411;Wijk 11 Oud Zuilen
190412;Wijk 12 Maarssenbroek
191100;Wijk 00 Winkel
191101;Wijk 01 Nieuwe-Niedorp
191102;Wijk 02 Oude-Niedorp
191103;Wijk 03 Barsingerhorn en omgeving
191104;Wijk 04 Wieringen
191105;Wijk 05 Wieringermeer
191106;Wijk 06
191107;Wijk 07 Wieringerwaard en omgeving
191601;Wijk 01 Park Veursehout
191602;Wijk 02 Prinsenhof
191603;Wijk 03 't Lien en omgeving
191604;Wijk 04 Stompwijk
191605;Wijk 05 Leidschendam-Centrum
191606;Wijk 06 De Heuvel en omgeving
191607;Wijk 07 Damsigt en omgeving
191608;Wijk 08 Essesteijn
191609;Wijk 09 Voorburg Midden
191610;Wijk 10 Bovenveen
191611;Wijk 11 Voorburg Noord
191612;Wijk 12 Voorburg West
192400;Goedereede
192401;Ouddorp
192402;Stellendam
192403;Middelharnis
192404;Ooltgensplaat
192405;Den Bommel
192406;Oude-Tonge
192407;Dirksland
192408;Melissant
192409;Herkingen
192410;Sommelsdijk
192411;Nieuwe-Tonge
192412;Stad aan 't Haringvliet
192413;Achthuizen
192601;Pijnacker
192602;Nootdorp
192603;Delfgauw
192700;Wijk 00 Nieuw-Lekkerland
192701;Wijk 01 Bleskensgraaf
192702;Wijk 02 Brandwijk
192703;Wijk 03 Goudriaan
192704;Wijk 04 Molenaarsgraaf
192705;Wijk 05 Ottoland
192706;Wijk 06 Oud-Alblas
192707;Wijk 07 Wijngaarden
192708;Wijk 08 Groot-Ammers
192709;Wijk 09 Langerak
192710;Wijk 10 Nieuwpoort
192711;Wijk 11 Streefkerk
193001;Centrum
193002;Schiekamp
193003;Hoogwerf
193004;Vierambachten
193005;De Hoek
193006;Gildenwijk
193007;Groenewoud
193008;Sterrenkwartier
193009;Schenkel
193010;De Elementen
193011;Vogelenzang
193012;De Akkers
193013;Vriesland
193014;Waterland
193015;Maaswijk
193016;Halfweg
193017;Buitengebied
193025;Heenvliet
193027;Geervliet
193029;Abbenbroek
193031;Zuidland
193033;Simonshaven
193050;Hekelingen
193100;Wijk 00 Lekkerkerk
193101;Wijk 01 Krimpen aan de Lek
193102;Wijk 02 Ouderkerk aan den IJssel
193103;Wijk 03 Gouderak
193104;Wijk 04 Bergambacht
193105;Wijk 05 Bergstoep
193106;Wijk 06 Ammerstol
193107;Wijk 07 Berkenwoude
193108;Wijk 08 Haastrecht
193110;Wijk 10 Stolwijk
193111;Wijk 11 Vlist
193112;Wijk 12 Schoonhoven
194001;Wijk 01 Akmarijp
194002;Wijk 02 Bakhuizen
194003;Wijk 03 Balk
194004;Wijk 04 Bantega
194005;Wijk 05 Boornzwaag
194006;Wijk 06 Broek
194007;Wijk 07 Delfstrahuizen
194008;Wijk 08 Dijken
194009;Wijk 09 Doniaga
194010;Wijk 10 Echten
194011;Wijk 11 Echtenerbrug
194012;Wijk 12 Eesterga
194013;Wijk 13 Elahuizen
194014;Wijk 14 Follega
194015;Wijk 15 Goingarijp
194016;Wijk 16 Harich
194017;Wijk 17 Haskerhorne
194018;Wijk 18 Idskenhuizen
194019;Wijk 19 Joure
194020;Wijk 20 Kolderwolde
194021;Wijk 21 Langweer
194022;Wijk 22 Legemeer
194023;Wijk 23 Lemmer
194024;Wijk 24 Mirns
194025;Wijk 25 Nijehaske
194026;Wijk 26 Nijemirdum
194027;Wijk 27 Oldeouwer
194028;Wijk 28 Oosterzee
194029;Wijk 29 Oudega
194030;Wijk 30 Oudehaske
194031;Wijk 31 Oudemirdum
194032;Wijk 32 Ouwsterhaule
194033;Wijk 33 Ouwster-Nijega
194034;Wijk 34 Rijs
194035;Wijk 35 Rohel
194036;Wijk 36 Rotstergaast
194037;Wijk 37 Rotsterhaule
194038;Wijk 38 Rottum
194039;Wijk 39 Ruigahuizen
194040;Wijk 40 Scharsterbrug
194041;Wijk 41 Sint Nicolaasga
194042;Wijk 42 Sinjohannesga
194043;Wijk 43 Sloten
194044;Wijk 44 Snikzwaag
194045;Wijk 45 Sondel
194046;Wijk 46 Terherne
194047;Wijk 47 Terkaple
194048;Wijk 48 Teroele
194049;Wijk 49 Tjerkgaast
194050;Wijk 50 Vegelinsoord
194051;Wijk 51 Wijckel
194200;Bussum Centrum
194201;Brediuskwartier
194202;Eng
194203;Spiegel
194204;Muiden
194205;Naarden
194500;Beek
194501;Berg en Dal
194502;Breedeweg
194503;De Horst
194504;Erlecom
194505;Groesbeek
194506;Heilig Landstichting
194507;Kekerdom
194508;Leuth
194509;Millingen aan de Rijn
194510;Ooij
194511;Persingen
194512;Ubbergen
194801;Erp
194802;Schijndel
194803;Sint-Oedenrode
194804;Veghel
194900;Wijk 00 - St.-Annaparochie e.o.
194901;Wijk 01 - Oudebildtzijl e.o.
194902;Wijk 02 - Minnertsga
194903;Wijk 03 - Franeker
194904;Wijk 04 - Tzummarum e.o.
194905;Wijk 05 - Ried e.o.
194906;Wijk 06 - Tzum e.o.
194907;Wijk 07 - Sexbierum e.o.
194908;Wijk 08 - Franeker Zuidwest
194909;Wijk 09 - Wjelsryp e.o.
194910;Wijk 10 - Winsum
194911;Wijk 11 - Dronryp e.o.
194912;Wijk 12 - Marsum e.o.
194913;Wijk 13 - Berltsum e.o.
194914;Wijk 14 - Bitgummole e.o.
195000;Wijk 00 Bellingwolde
195001;Wijk 01 Oost
195002;Wijk 02 Blijham
195003;Wijk 03 Sellingen
195004;Wijk 04 Vlagtwedde
195005;Wijk 05 Bourtange
195006;Wijk 06 Sellingerbeetse
195007;Wijk 07 Ter Apel
195008;Wijk 08 Ter Wisch
195009;Wijk 09 de Maten
195201;Foxham en Hoogezand-Noord
195202;Hoogezand-Zuid
195203;Kalkwijk
195204;Sappemeer
195205;Kiel-Windeweer
195206;Kropswolde
195207;Foxhol
195208;Westerbroek en Waterhuizen
195209;Harkstede, Scharmer en Woudbloem
195210;Kolham
195211;Froombosch
195212;Slochteren
195213;Schildwolde
195214;Hellum
195215;Siddeburen
195216;Eemskanaal-Zuid
195217;Tjuchem en Steendam
195218;Muntendam
195219;Noordbroek
195220;Zuidbroek
195221;Meeden
195500;Wijk 00 's-Heerenberg
195501;Wijk 01 Brakel
195502;Wijk 02 Didam
